ward,population
E05003337,6298
E05003338,4830
E05003339,8048
E05003340,5332
E05003341,6083
E05003342,3721
E05003343,5734
E05003344,4258
E05003345,1787
E05003346,2002
E05003347,1775
E05003348,1770
E05003349,1608
E05003350,1844
E05003351,5781
E05003352,1578
E05003353,2683
E05003354,1654
E05003355,3714
E05003356,1857
E05003357,1519
E05003358,1555
E05003359,2839
E05003360,5418
E05003361,5737
E05003362,1737
E05003363,1818
E05003364,1760
E05003365,1600
E05003366,5795
E05010604,5149
E05010605,4370
E05010606,5080
E05010607,5469
E05010608,6913
E05010609,4113
E05010610,5053
E05010611,6406
E05010612,8638
E05010613,4359
E05010614,4708
E05010615,7283
E05010616,4947
E05010617,7167
E05010618,8218
E05010619,6465
E05010620,4794
E05010621,6207
E05010622,7568
E05010623,1705
E05010624,4596
E05010625,2076
E05010626,3600
E05010627,2177
E05010628,4961
E05010629,4033
E05010630,4105
E05010631,2411
E05010632,2407
E05010633,2343
E05010634,4200
E05010635,1992
E05010636,3558
E05010637,4682
E05010638,2199
E05010639,4029
E05010640,4186
E05010641,4519
E05010642,2222
E05010643,1871
E05010644,1864
E05010645,4158
E05010646,4471
E05010647,1728
E05010648,2223
E05010649,6317
E05010650,2301
E05012040,1959
E05012041,1974
E05012042,3327
E05012043,6586
E05012044,3732
E05012045,3756
E05012046,3660
E05012047,5985
E05012048,1945
E05012049,3939
E05012050,6159
E05012051,5811
E05012052,4116
E05012053,4364
E05012054,3761
E05012055,5498
E05012056,5885
E05012057,5374
E05012058,1747
E05012059,6174
E05012060,3978
E05012061,5741
E05012062,1814
E05012063,4712
E05008809,9288
E05008810,8607
E05008811,7052
E05008812,2560
E05008813,9997
E05008814,6068
E05008815,5538
E05008816,8189
E05008817,8060
E05008818,5850
E05008819,5405
E05008820,5246
E05008821,8859
E05008822,7348
E05008823,9141
E05005408,5210
E05005409,5495
E05005410,7966
E05005411,2509
E05005412,5946
E05005413,6190
E05005414,4874
E05005416,2686
E05005417,4376
E05005418,5392
E05005419,2930
E05005420,5271
E05005421,4841
E05005422,7300
E05005423,7329
E05005424,9249
E05009619,8091
E05009620,7278
E05005426,7697
E05005427,7358
E05005428,7651
E05005429,6667
E05005430,2892
E05005431,3360
E05005432,7338
E05005433,6415
E05005434,5520
E05005435,6624
E05005436,7222
E05005437,5250
E05005438,5682
E05005439,9675
E05005440,7639
E05005441,6622
E05005442,7015
E05005443,4826
E05005444,7259
E05005445,8255
E05005446,6945
E05005447,7922
E05005448,8418
E05005449,7292
E05005450,6327
E05005451,3252
E05005452,9816
E05005453,3032
E05011964,2623
E05011965,3411
E05011966,4900
E05011967,5388
E05011968,2696
E05011969,5842
E05011970,5880
E05011971,8710
E05011972,2995
E05011973,5360
E05011974,5467
E05011975,5935
E05011976,5695
E05011977,5590
E05011978,8856
E05011979,2982
E05011980,2872
E05011981,9337
E05011982,3083
E05005479,3762
E05005480,3260
E05005481,9152
E05005482,6049
E05005483,10459
E05005484,3684
E05005485,10630
E05005486,6809
E05005487,7029
E05005488,9322
E05005489,10519
E05005490,7347
E05005491,6036
E05005492,8874
E05005493,7606
E05005494,3101
E05005495,3603
E05005496,3687
E05005497,1820
E05005498,1886
E05005499,1703
E05005500,4213
E05005501,3538
E05005502,5515
E05005503,4120
E05005504,5382
E05005505,5539
E05005506,3635
E05005507,1943
E05005508,1812
E05005509,1793
E05005510,1563
E05010090,2470
E05010091,3173
E05010092,3228
E05010093,3363
E05010094,3211
E05010095,2148
E05010096,2722
E05010097,2820
E05010098,3116
E05010099,2116
E05010100,2515
E05010101,2309
E05010102,2522
E05010103,2660
E05010104,2632
E05010105,2993
E05010106,2556
E05010107,2723
E05010108,3434
E05010109,2607
E05010110,2590
E05010111,2696
E05010112,2955
E05010113,2533
E05010114,3017
E05010115,2549
E05010116,2573
E05010117,2851
E05010118,2520
E05010119,2884
E05010120,3180
E05010121,3100
E05010122,3596
E05010123,1775
E05010124,2020
E05010125,2891
E05010126,2895
E05010127,2761
E05005531,4272
E05005532,6052
E05005533,4551
E05005534,4522
E05005535,4634
E05005536,8115
E05005537,5874
E05005538,6863
E05005539,6304
E05005540,6561
E05009621,3945
E05009622,5102
E05009623,7156
E05009624,4076
E05009625,7431
E05009626,3615
E05009627,2529
E05009628,8275
E05009629,4302
E05009630,2702
E05009631,4251
E05009632,5298
E05009633,2191
E05009634,4618
E05009635,5013
E05009873,4928
E05009874,2442
E05009875,2602
E05009876,4739
E05009877,9495
E05009878,2413
E05009879,2297
E05009880,2821
E05009881,2312
E05009882,2289
E05009883,2645
E05009884,5062
E05009885,7746
E05009886,2268
E05009887,2170
E05009888,8218
E05009889,4494
E05009890,2615
E05009891,4893
E05009892,2365
E05009893,5574
E05009894,2888
E05009895,2336
E05009896,2170
E05009897,9654
E05009898,5096
E05009899,3225
E05009900,4453
E05009901,2472
E05009902,2522
E05009903,2475
E05009904,2728
E05009905,2417
E05009906,5899
E05009907,2546
E05009908,4442
E05009909,2591
E05010784,11310
E05010785,8932
E05010786,11258
E05010787,11227
E05010788,7725
E05010789,8719
E05010790,8204
E05010791,8254
E05010792,8046
E05010793,12002
E05010794,8136
E05005618,5829
E05005619,5258
E05005620,5411
E05005621,9977
E05005622,5505
E05005623,5497
E05005624,6867
E05005625,5696
E05005626,7088
E05005627,2453
E05005628,2051
E05005629,5439
E05005630,1838
E05005631,3735
E05005632,6468
E05005633,2575
E05005634,2230
E05005635,2473
E05005636,5650
E05005637,3581
E05005638,2814
E05005639,3709
E05005640,2506
E05005641,7893
E05005642,2888
E05005643,2645
E05005644,6829
E05005645,7443
E05005646,2456
E05005647,2312
E05005648,2292
E05005649,8087
E05005650,7618
E05005651,7295
E05005652,7375
E05005653,2563
E05005654,5971
E05005655,6535
E05005656,4597
E05005657,5603
E05005658,6585
E05005659,4532
E05005660,2700
E05005661,4327
E05010148,2532
E05010149,4763
E05010150,4838
E05010151,8038
E05010152,4767
E05010153,5180
E05010154,5720
E05010155,2231
E05010156,7255
E05010157,2443
E05010158,2366
E05010159,5667
E05010160,4805
E05010161,6725
E05010162,4790
E05010163,7552
E05010164,5384
E05010165,5571
E05010166,4847
E05010167,2541
E05010168,2570
E05010169,7104
E05010170,2515
E05010171,4848
E05010172,4885
E05010173,5236
E05010174,5771
E05010175,4858
E05010176,2643
E05010177,4956
E05009636,2759
E05009637,5575
E05009638,7938
E05009639,8704
E05009640,7477
E05009641,7596
E05009642,5463
E05009643,2625
E05009644,2676
E05009645,2116
E05009646,8486
E05009647,4472
E05009648,5739
E05009649,2806
E05009650,7580
E05009651,2445
E05009652,2712
E05009653,2858
E05009654,2447
E05009655,2679
E05010673,3522
E05010674,7458
E05010675,3985
E05010676,3793
E05010677,7817
E05010678,7469
E05010679,10580
E05010680,7679
E05010681,10704
E05010682,7567
E05010683,3285
E05010684,2611
E05010685,4577
E05010686,3837
E05010687,4119
E05010688,3634
E05010689,6336
E05010690,6718
E05010691,3347
E05010692,7286
E05010693,3612
E05010694,3287
E05010695,3077
E05006377,2495
E05006378,2302
E05006379,5662
E05006380,1824
E05006381,2501
E05006382,7159
E05006383,6351
E05006384,5274
E05006385,5182
E05006386,2514
E05006387,8886
E05006388,2603
E05006389,2526
E05006390,2295
E05006391,2404
E05006392,2385
E05006393,2898
E05006394,4596
E05006395,1994
E05006396,6425
E05006397,9682
E05006398,6119
E05006399,8369
E05006400,7047
E05006401,8307
E05010514,7123
E05010515,5015
E05010516,6189
E05010517,6365
E05010518,4778
E05010519,5551
E05010520,7244
E05010521,2283
E05010522,7591
E05010523,2610
E05010524,4855
E05010525,4877
E05010526,6549
E05010527,6669
E05010528,5208
E05010529,4764
E05010530,5185
E05010531,5504
E05010532,8064
E05010533,4516
E05009689,5463
E05009690,7579
E05009691,5629
E05009692,9106
E05009693,5176
E05009694,2777
E05009695,5959
E05009696,6028
E05009697,2882
E05009698,6220
E05009699,6332
E05009700,5589
E05009701,8605
E05009702,5470
E05009703,8362
E05009704,7676
E05009705,6609
E05009706,5682
E05009707,6124
E05008857,2232
E05008858,3254
E05008859,3142
E05008860,3332
E05008861,4261
E05008862,3401
E05008863,2663
E05008864,2865
E05008865,3052
E05008866,2617
E05008867,3503
E05008868,3198
E05008869,3639
E05008870,2832
E05008871,2471
E05008872,2735
E05008873,3081
E05008874,3483
E05008875,2958
E05008876,2794
E05008877,3110
E05008878,3146
E05008879,2736
E05008880,2736
E05008881,3375
E05008882,2739
E05008883,2979
E05008884,2828
E05008885,3084
E05008886,2876
E05008887,2871
E05008888,3092
E05008889,3811
E05008890,3470
E05008891,2514
E05008892,3598
E05010064,5620
E05010066,3490
E05010067,3391
E05010068,7342
E05010070,5627
E05010071,9694
E05010072,2915
E05010073,11768
E05010075,3216
E05010076,3518
E05010077,2946
E05010078,9366
E05010079,6456
E05010080,6209
E05010081,8914
E05010082,3195
E05010083,2915
E05011552,6682
E05011553,9217
E05011554,3311
E05011555,7164
E05009708,5279
E05009709,5116
E05009710,4994
E05009711,2459
E05009712,5548
E05009713,8206
E05009714,3360
E05009715,2450
E05009716,2871
E05009717,5774
E05009718,2741
E05009719,2568
E05009720,2451
E05009721,8144
E05009722,5270
E05009723,9245
E05009724,5981
E05009725,4681
E05009726,2920
E05009727,8144
E05009728,7674
E05009729,2338
E05009730,2493
E05009731,2486
E05009732,5883
E05009438,3653
E05009439,3472
E05009440,3201
E05009441,3656
E05009442,3071
E05009443,3817
E05009444,3072
E05009445,3387
E05009446,3466
E05009447,3277
E05009448,3149
E05009449,3414
E05009450,3733
E05009452,3582
E05009453,3580
E05009454,3044
E05009455,3287
E05009456,3875
E05009457,4298
E05009458,3489
E05009459,4383
E05009460,4228
E05009461,3569
E05009462,3092
E05009463,3245
E05009464,3218
E05009465,2878
E05009466,3544
E05009467,3572
E05009468,4261
E05009469,3923
E05009470,3210
E05009471,2765
E05009472,3358
E05009473,3315
E05009474,4528
E05009475,3107
E05009476,3526
E05009478,4004
E05009479,3879
E05009480,3645
E05009481,3464
E05009482,4040
E05009485,3557
E05009486,3075
E05009487,3695
E05009488,3754
E05009489,3182
E05009490,3674
E05012957,3698
E05012958,3303
E05012959,3528
E05012960,3284
E05009966,2918
E05009967,3091
E05009968,3716
E05009969,6509
E05009970,3175
E05009971,3606
E05009972,9126
E05009973,6842
E05009974,2852
E05009975,6873
E05009976,3543
E05009977,11352
E05009978,3759
E05009979,8558
E05009980,3093
E05009981,12187
E05009982,10674
E05009983,7083
E05009984,7107
E05009985,7173
E05009986,5885
E05009987,9959
E05009988,2501
E05009989,7240
E05009990,6370
E05009991,2919
E05009992,10061
E05009993,7597
E05009994,3427
E05009995,6345
E05008714,10957
E05008715,17066
E05008716,11538
E05008717,10369
E05008718,5540
E05008719,7434
E05008720,6369
E05008721,5670
E05008722,5467
E05008723,6938
E05008724,4748
E05008725,5087
E05008726,4391
E05008727,7898
E05008728,5943
E05008729,5677
E05008730,6388
E05008731,6266
E05008732,10252
E05008733,11477
E05008734,6317
E05008735,7123
E05008736,5762
E05008737,6905
E05008738,5649
E05008739,6669
E05008740,4435
E05008741,6234
E05008742,4679
E05008743,6114
E05008744,6292
E05008745,6754
E05008746,6109
E05008747,5351
E05008748,6804
E05008749,6560
E05008750,5136
E05008136,4430
E05008137,4740
E05008138,4171
E05008139,4780
E05008140,5910
E05008141,12488
E05008142,4403
E05008143,3677
E05008144,4153
E05008145,6679
E05008146,6783
E05008147,5095
E05008148,4446
E05008149,4684
E05008150,4683
E05008151,4314
E05008152,2894
E05008153,8932
E05008154,4416
E05008155,7422
E05008156,3717
E05008157,4129
E05008158,3670
E05008159,4417
E05008160,5074
E05008161,3733
E05008162,4897
E05008163,4271
E05008164,4172
E05008165,4495
E05008166,3895
E05008167,3826
E05008168,3988
E05008169,5469
E05008170,9142
E05008171,4389
E05008172,4511
E05008173,4355
E05008174,4322
E05008178,4694
E05008179,4517
E05008180,4270
E05008181,5841
E05008183,4607
E05008186,4890
E05008187,4880
E05008188,6054
E05008189,7598
E05008190,4119
E05008191,4914
E05008192,4905
E05008193,4303
E05008194,8897
E05008195,7430
E05008196,4321
E05008198,3706
E05009281,6944
E05009282,9409
E05009283,4413
E05009284,3688
E05009285,4366
E05009286,4828
E05009287,4439
E05006902,7021
E05006903,7100
E05006904,7345
E05006905,8301
E05006906,7109
E05006907,6594
E05006908,4550
E05006909,7133
E05006910,6277
E05006911,6973
E05006912,6949
E05006913,5415
E05006914,8321
E05006915,4716
E05006916,6716
E05006917,2894
E05006918,7844
E05006919,2774
E05006920,9379
E05006921,5264
E05006922,4309
E05006923,2834
E05006924,3503
E05006925,8057
E05006926,7083
E05006927,9159
E05006928,5964
E05006929,3219
E05006930,8470
E05006931,8193
E05006932,7762
E05006933,6937
E05006934,7221
E05006935,2018
E05006936,8387
E05006937,2750
E05010651,6716
E05010652,8016
E05010653,3852
E05010654,6344
E05010655,3009
E05010656,4621
E05010657,4664
E05010658,4964
E05010659,2293
E05010660,4273
E05010661,4615
E05010662,4199
E05010663,4512
E05010664,7276
E05010665,4907
E05010666,2023
E05010667,2019
E05010668,5924
E05010669,2195
E05010670,6634
E05010671,6234
E05010672,7145
E05011415,8326
E05011416,8269
E05011417,2853
E05011418,5964
E05011419,5491
E05011420,5736
E05011421,2886
E05011422,9001
E05011423,2925
E05011424,4258
E05011425,5454
E05011426,2675
E05011427,8585
E05011428,5728
E05011429,5744
E05011430,8738
E05011431,5647
E05011432,5606
E05011433,4901
E05011434,8368
E05011435,6143
E05006988,4165
E05006989,6567
E05006990,4342
E05006991,3480
E05006992,4586
E05006993,3952
E05006994,5216
E05006995,7861
E05006996,4633
E05006997,6321
E05006998,2523
E05006999,5363
E05007000,7103
E05007001,2261
E05007002,3709
E05007003,5048
E05007004,2164
E05007005,1916
E05007006,2030
E05007007,5967
E05007008,2269
E05007009,4172
E05007010,6334
E05007011,3914
E05007012,4570
E05010479,2815
E05010480,6114
E05010481,4527
E05010482,8784
E05010483,4231
E05010484,7049
E05010485,3651
E05010486,5976
E05010487,6804
E05010488,6780
E05010489,6889
E05010490,6695
E05010491,5654
E05010492,7200
E05010493,2915
E05010494,6988
E05010495,3566
E05010496,3145
E05010497,10230
E05010498,6859
E05010499,6504
E05010500,7048
E05010501,6446
E05007039,1356
E05007040,1626
E05007041,6060
E05007042,1563
E05007043,5386
E05007044,1590
E05007045,5029
E05007046,4725
E05007047,1776
E05007048,3201
E05007049,3398
E05007050,3550
E05007051,5076
E05007052,5546
E05007053,5319
E05007054,3193
E05007055,1592
E05007056,5072
E05007057,1743
E05007058,1845
E05007059,1751
E05007060,4920
E05007061,5537
E05007062,5735
E05007063,4413
E05007064,1723
E05007065,3114
E05007066,8355
E05007067,7912
E05007068,7508
E05007069,7596
E05007070,7687
E05007071,7116
E05007072,8141
E05007073,7626
E05007074,7339
E05007075,9369
E05007457,5927
E05007458,4170
E05007459,3748
E05007460,3819
E05007461,4383
E05007462,3234
E05007463,3662
E05007464,3422
E05007465,3216
E05007466,3628
E05007467,3828
E05007468,4012
E05007469,3551
E05007470,3703
E05007471,3956
E05007472,3297
E05007473,3482
E05007474,9145
E05007475,7256
E05007476,7648
E05007477,7491
E05007478,6947
E05007479,6080
E05007480,9599
E05007481,8559
E05007482,8405
E05007483,7744
E05007484,7317
E05007485,8058
E05007486,8738
E05007487,7080
E05007488,9584
E05007489,7960
E05007490,6588
E05008974,9343
E05008975,6550
E05008976,2946
E05008977,8108
E05008979,7748
E05008980,2445
E05008981,8166
E05008982,9276
E05008983,7358
E05008984,6407
E05008985,7700
E05008986,8583
E05008988,2938
E05010758,9847
E05010759,8591
E05010760,8351
E05010178,3862
E05010179,3626
E05010180,3774
E05010181,4362
E05010182,4206
E05010183,4286
E05010184,3247
E05010185,3373
E05010186,4798
E05010187,2659
E05010188,3577
E05010189,3202
E05010190,4003
E05010191,3527
E05010192,3923
E05010193,3542
E05010194,2882
E05010195,4525
E05010196,3523
E05010197,3739
E05010198,3316
E05010199,3999
E05010200,4170
E05010201,2698
E05010202,3631
E05010203,3915
E05010204,4194
E05010205,3907
E05010206,3920
E05010207,3223
E05010208,3540
E05010209,3046
E05010210,4600
E05010211,3737
E05010212,4598
E05010213,3595
E05012615,6576
E05012616,6437
E05012617,5166
E05012618,11917
E05012619,9935
E05012620,9537
E05012621,10330
E05012622,10340
E05012623,11908
E05012624,9854
E05012625,10844
E05012626,3530
E05012627,9641
E05012628,7203
E05012629,8176
E05012630,7149
E05012631,9912
E05009823,3079
E05009824,2899
E05009825,3513
E05009826,3396
E05009827,2988
E05009828,6625
E05009829,3436
E05009830,2804
E05009831,3154
E05009832,3419
E05009833,3292
E05009834,2790
E05009835,3496
E05009836,3820
E05009837,1989
E05009838,3164
E05009839,3019
E05009840,3037
E05009841,2900
E05009842,3722
E05009843,1700
E05009844,3549
E05009845,3095
E05009846,3325
E05009847,3272
E05009848,4355
E05009849,3477
E05009850,3546
E05009851,3119
E05009852,3203
E05007846,3716
E05007847,2208
E05007848,3950
E05007849,5989
E05007850,4711
E05007851,2067
E05007852,5043
E05007853,2294
E05007854,6301
E05007855,2158
E05007856,1992
E05007857,2433
E05007858,6454
E05007859,4167
E05007860,4242
E05007861,1886
E05007862,2202
E05007863,3923
E05007864,4346
E05007865,3163
E05007866,3983
E05007867,2257
E05007868,6944
E05007869,6050
E05007870,9340
E05007871,6471
E05007872,8223
E05007873,5573
E05007874,9782
E05007875,8363
E05007876,5576
E05007877,6120
E05007878,6352
E05007879,8242
E05007880,6116
E05007881,5434
E05007882,8737
E05007883,11499
E05007884,8219
E05007885,5651
E05007886,8955
E05007887,5844
E05007888,5737
E05007889,8982
E05007890,5648
E05007891,5587
E05007892,5871
E05007893,5315
E05007894,6281
E05007895,3294
E05007896,7850
E05007897,2953
E05007898,2658
E05007899,2951
E05007900,4959
E05007901,2985
E05007902,2746
E05007903,2497
E05007904,5428
E05007905,6754
E05007906,4950
E05007907,5409
E05007908,2765
E05007909,2518
E05007910,5199
E05007911,5084
E05007912,2790
E05007913,3817
E05007914,3084
E05007915,2774
E05007916,3050
E05007917,6013
E05007918,5734
E05007919,7642
E05007920,3961
E05007921,2466
E05007922,8401
E05007923,3243
E05007924,2394
E05007925,3420
E05007926,2703
E05010502,8764
E05010503,8258
E05010504,8659
E05010505,9486
E05010506,9274
E05010507,10613
E05010508,9784
E05010509,2459
E05010510,9937
E05010511,9488
E05010512,5304
E05010513,9581
E05011118,24487
E05011119,11122
E05011120,28018
E05011121,24446
E05011122,12153
E05011123,22670
E05011124,21175
E05011125,12471
E05011126,15058
E05011127,12986
E05011128,22374
E05011129,19176
E05011130,18786
E05011131,22383
E05011132,9935
E05011133,11642
E05011134,18730
E05011135,21550
E05011136,12657
E05011137,11498
E05011138,24530
E05011139,10498
E05011140,24552
E05011141,10986
E05011142,11820
E05011143,20399
E05011144,23002
E05011145,13395
E05011146,10745
E05011147,11316
E05011148,11642
E05011149,11581
E05011150,21153
E05011151,25738
E05011152,21649
E05011153,12121
E05011154,21839
E05011155,16145
E05011156,16290
E05011157,22565
E05011158,10404
E05011159,20566
E05011160,20609
E05011161,12042
E05011162,11060
E05011163,21377
E05011164,10319
E05011165,12325
E05011166,19943
E05011167,21970
E05011168,25476
E05011169,10782
E05011170,27334
E05011171,21460
E05011172,10122
E05011173,23596
E05011174,9329
E05011175,10145
E05011176,10035
E05011177,11965
E05011178,9485
E05011179,20113
E05011180,16318
E05011181,9295
E05011182,11688
E05011183,13714
E05011184,23510
E05011185,11052
E05011186,13594
E05001218,17130
E05001219,17774
E05001220,15650
E05001221,15384
E05001222,22478
E05001223,21257
E05001224,19488
E05001225,20259
E05001226,23904
E05001227,20191
E05001228,28957
E05001229,17186
E05001230,19602
E05001231,15292
E05001232,20567
E05001233,15509
E05001234,17786
E05001235,16915
E05001236,12927
E05001237,14291
E05001238,15016
E05001239,14726
E05001240,17029
E05001241,13409
E05001242,13730
E05001243,13354
E05001244,13359
E05001245,12245
E05001246,11980
E05001247,11853
E05001248,12647
E05001249,12467
E05001250,14909
E05001251,11856
E05001252,12284
E05001253,13667
E05001254,14242
E05001255,16285
E05001256,11750
E05001257,13592
E05001258,13429
E05001259,12440
E05001260,12190
E05001261,12065
E05001262,12505
E05001263,12716
E05001264,14965
E05001265,12793
E05001266,13509
E05001267,14424
E05001268,14720
E05001269,15121
E05001270,14085
E05001271,12145
E05001272,12718
E05001273,15619
E05001274,14145
E05001275,13674
E05001276,16731
E05001277,15465
E05001278,19634
E05001279,15560
E05001280,13082
E05001281,13319
E05001282,15227
E05001283,15426
E05001284,13014
E05001285,15606
E05001286,11462
E05001287,13276
E05001288,11064
E05001289,12329
E05001290,13340
E05001291,11147
E05001292,13872
E05001293,12703
E05001294,12326
E05001295,13261
E05001296,12017
E05001297,12243
E05001298,13037
E05001299,12559
E05001300,12985
E05001301,13739
E05001302,13157
E05001303,14331
E05001304,16022
E05001305,16219
E05001306,13244
E05001307,13324
E05001308,13441
E05001309,17261
E05001310,13203
E05001311,16692
E05001312,11375
E05001313,11431
E05001314,16164
E05001315,12407
E05001316,16970
E05001317,11659
E05001318,13532
E05001319,12712
E05001320,17239
E05001321,15757
E05001322,12791
E05001323,12614
E05001324,11953
E05001325,17957
E05001326,12890
E05001327,16979
E05001328,12356
E05001329,12944
E05001330,14803
E05001331,12371
E05001332,12480
E05001333,12744
E05001334,12855
E05001335,13522
E05001336,12499
E05001337,12477
E05001338,10647
E05001339,11198
E05001340,11892
E05010805,3510
E05010806,10476
E05010807,14111
E05010808,11085
E05010809,12097
E05010810,10170
E05010811,10991
E05010812,11614
E05010813,6544
E05010814,9405
E05010815,8378
E05010816,9797
E05010817,11786
E05010818,11156
E05010819,9805
E05010820,11503
E05010821,11088
E05010822,12417
E05010823,10658
E05010824,9887
E05010825,5644
E05010826,3550
E05002193,8196
E05002194,16625
E05002195,7268
E05002196,15460
E05002197,8436
E05002198,17992
E05002199,13610
E05002200,11018
E05002201,8098
E05002202,13892
E05002203,13706
E05002204,8540
E05002205,8639
E05002206,12698
E05002207,16501
E05002208,17663
E05002209,7006
E05002210,8451
E05002211,11465
E05002212,9442
E05002213,10994
E05002214,9926
E05002215,9451
E05002216,12092
E05002217,9891
E05002218,11692
E05002219,10687
E05002220,10581
E05002221,11208
E05002222,11676
E05002223,10151
E05002224,9116
E05002225,13008
E05002226,11284
E05002227,9369
E05002228,10119
E05002229,10824
E05002230,10473
E05002231,10621
E05002232,8008
E05002233,5686
E05002234,7713
E05002235,13291
E05002236,9836
E05002237,7079
E05002238,6264
E05002239,11967
E05002240,6416
E05002241,7691
E05002242,8653
E05002243,7649
E05002244,6755
E05002245,8452
E05002246,7976
E05002247,6845
E05002248,13799
E05008751,8161
E05008752,8093
E05008753,9114
E05008754,11007
E05008755,4503
E05008756,7155
E05008757,5666
E05008758,5935
E05008759,9794
E05008760,8255
E05008761,8870
E05008762,4260
E05008763,7385
E05008764,3720
E05008765,9066
E05008766,4106
E05008767,5525
E05008768,10129
E05008769,8061
E05008770,3793
E05008771,7156
E05008772,9778
E05008773,3427
E05008774,3982
E05008775,6980
E05008776,7567
E05008777,3736
E05008779,16317
E05008780,4673
E05008781,4937
E05008782,10884
E05008783,11657
E05008785,16972
E05008786,5132
E05008787,9134
E05008790,9120
E05008791,4199
E05008792,13855
E05008793,5278
E05008796,14954
E05008797,15489
E05008798,11955
E05008800,5108
E05008801,8759
E05008803,11249
E05008804,6063
E05008805,16132
E05008806,4528
E05008807,9692
E05008808,4797
E05012843,13967
E05012844,9796
E05012845,5874
E05012846,11378
E05012847,4185
E05012848,10026
E05012849,4569
E05012850,13568
E05013050,10783
E05013051,9883
E05013052,7861
E05013053,9343
E05013054,10501
E05013055,9714
E05013056,11099
E05013057,10443
E05013058,11374
E05013059,10938
E05013060,12248
E05013061,10189
E05013062,12393
E05013063,8904
E05011560,5845
E05011561,6407
E05011562,3029
E05011563,5852
E05011564,4849
E05011565,9873
E05011566,6399
E05011567,3438
E05011568,9910
E05011569,6994
E05011570,6248
E05011571,6644
E05011572,5642
E05011573,6634
E05009491,5531
E05009492,4683
E05009493,2541
E05009494,2772
E05009495,4905
E05009496,4921
E05009497,2608
E05009498,2733
E05009499,2810
E05009500,7659
E05009501,7815
E05009502,7488
E05009503,3139
E05009504,5705
E05009505,5440
E05009506,2469
E05009507,6808
E05009508,2961
E05009509,2988
E05009510,2403
E05009511,2897
E05009512,2785
E05009513,5698
E05009514,2702
E05011256,3591
E05011257,9128
E05011258,3389
E05011259,4063
E05011260,9895
E05011261,3103
E05011262,4378
E05011263,6539
E05011264,6796
E05011265,6938
E05011266,12695
E05011267,3415
E05011268,10540
E05011269,6635
E05011270,7784
E05011271,2965
E05011272,4146
E05011273,10976
E05011274,11645
E05011275,10676
E05011276,6594
E05011277,3673
E05011278,6476
E05011279,5951
E05011280,7641
E05011281,11199
E05011282,3594
E05011283,3900
E05011284,3418
E05011285,4114
E05011286,3489
E05011289,6779
E05011291,10641
E05011292,3433
E05011293,3750
E05011294,5299
E05011295,3230
E05011296,10584
E05011297,11428
E05011298,7234
E05011300,8281
E05011301,10928
E05011304,7309
E05011305,3783
E05011306,3353
E05011307,3104
E05013880,7197
E05013881,7239
E05014031,12351
E05014032,6404
E05014169,4007
E05014170,7271
E05004021,12133
E05004022,11971
E05004023,11141
E05004024,8438
E05004025,15130
E05004026,13654
E05004027,9044
E05004028,15060
E05004029,14031
E05004030,12961
E05004031,12204
E05004032,10174
E05004033,10402
E05004034,7995
E05004035,13332
E05004036,9906
E05010365,10301
E05010366,5221
E05010367,6754
E05010368,9584
E05010369,6558
E05010370,6166
E05010371,2880
E05010372,5878
E05010374,10101
E05010378,6016
E05010379,5749
E05010380,2887
E05010382,2923
E05010383,3014
E05010384,6003
E05010385,5752
E05010388,6386
E05010389,6797
E05010390,2859
E05012961,2737
E05012962,6486
E05012963,7073
E05012964,5887
E05012965,7047
E05012966,6728
E05012967,7483
E05004067,7347
E05004068,6278
E05004069,7640
E05004070,6039
E05004071,3806
E05004072,4060
E05004073,3656
E05004074,4290
E05004075,3757
E05004076,6364
E05004077,6092
E05004078,5460
E05004079,2012
E05004080,3827
E05004081,6416
E05004082,6832
E05004083,6716
E05004084,6733
E05004085,6114
E05004086,6427
E05004087,7128
E05004088,4880
E05004089,7046
E05004090,6397
E05004091,5811
E05004092,6861
E05004093,6298
E05004094,6499
E05004095,5845
E05004096,5543
E05004097,6941
E05004098,11039
E05004099,10847
E05004100,3200
E05004101,5662
E05004102,5977
E05004103,8512
E05004104,6440
E05004105,8333
E05004106,8762
E05004107,13337
E05004108,5654
E05004109,9072
E05004110,6508
E05004111,9289
E05004112,5736
E05004113,8009
E05004114,8017
E05004115,10542
E05004116,5437
E05004117,6740
E05004118,6600
E05004119,5328
E05010827,11235
E05010828,11314
E05010829,14671
E05010830,10502
E05010831,9609
E05010832,11148
E05010833,9862
E05010834,14233
E05010835,14672
E05010836,12762
E05010837,10444
E05010838,10809
E05010839,10792
E05010840,12438
E05010841,9612
E05010842,9626
E05010843,8984
E05004147,2294
E05004148,4729
E05004149,7023
E05004150,2352
E05004151,4647
E05004152,4378
E05004153,6415
E05004154,7161
E05004155,7602
E05004157,2464
E05004158,2051
E05004159,4808
E05004160,4922
E05004161,4604
E05004162,4338
E05004163,4811
E05004164,4492
E05004165,5371
E05004166,4274
E05004167,2173
E05004169,4757
E05004170,2519
E05004171,2250
E05004172,2760
E05004173,4186
E05004174,2774
E05004175,6383
E05004176,4054
E05004177,4913
E05004178,4732
E05008940,2599
E05008941,2141
E05004179,8207
E05004180,8941
E05004181,6597
E05004182,7685
E05004183,10060
E05004184,7971
E05004185,8412
E05004186,11183
E05004187,7919
E05004188,7547
E05004189,8804
E05004190,4337
E05004191,4682
