ward,population
E05014148,5195
E05014149,6700
E05014150,5550
E05014151,5690
E05009352,9243
E05009353,7346
E05009354,11234
E05009355,8934
E05009356,7892
E05009357,9416
E05009358,9573
E05009359,9658
E05009360,9154
E05009361,8431
E05009362,8526
E05004566,6467
E05004567,7019
E05004568,9413
E05004569,6852
E05004570,9202
E05004571,10269
E05004572,9876
E05004573,9034
E05004574,8356
E05004575,9340
E05004576,10315
E05004577,10363
E05004578,7579
E05004579,10125
E05004580,5644
E05004581,5387
E05004582,2638
E05004583,4912
E05004584,5455
E05004585,2472
E05004586,5408
E05004587,5565
E05004588,3708
E05004589,6373
E05004590,5492
E05004592,5841
E05004593,6231
E05004596,3486
E05004597,6752
E05004598,5576
E05004599,6252
E05004600,5983
E05004601,3019
E05004602,5775
E05004603,4902
E05004604,6376
E05004605,6147
E05004606,2971
E05004607,6182
E05004608,6494
E05004609,5218
E05004610,6338
E05004611,6344
E05004612,5892
E05004613,4860
E05008932,2836
E05008933,6782
E05008934,2473
E05008989,7008
E05008990,8804
E05008991,7353
E05008992,6565
E05008993,7034
E05008994,7426
E05008995,9300
E05008996,7847
E05008997,7251
E05008998,7066
E05008999,8495
E05009000,8770
E05009001,6836
E05012085,6407
E05012088,10167
E05012093,6422
E05012097,3297
E05012098,9221
E05012100,5388
E05012102,5915
E05012927,2392
E05012928,10222
E05012929,9240
E05012930,8349
E05012931,6425
E05012932,6624
E05012933,3352
E05012934,3183
E05012935,3313
E05012936,8052
E05012937,7346
E05012938,8961
E05012939,6213
E05010995,8687
E05010996,8272
E05010997,7979
E05010998,9644
E05010999,5993
E05011000,8988
E05011001,9105
E05011002,9301
E05011003,6205
E05011004,8991
E05011005,9992
E05011006,6988
E05011007,7034
E05011008,5582
E05011009,6702
E05011010,7985
E05011743,6558
E05011744,7499
E05011745,3044
E05011746,2779
E05011747,2420
E05011748,3364
E05011749,2712
E05011750,2104
E05011751,2581
E05011752,2681
E05011753,6332
E05011754,2852
E05011755,2845
E05011756,2448
E05011757,2728
E05011758,2275
E05011759,2569
E05011760,2683
E05011761,3059
E05011762,2484
E05011763,2700
E05011764,5030
E05011765,2373
E05011766,3450
E05011767,2644
E05011768,2682
E05011769,3039
E05011770,3407
E05011771,2148
E05011772,2752
E05011773,2742
E05011774,2636
E05011775,7172
E05011776,2514
E05011777,4343
E05011778,2503
E05011779,5401
E05011780,6718
E05011781,2481
E05010392,7017
E05010393,10126
E05010395,7139
E05010396,10625
E05010397,4199
E05010398,8985
E05010399,13272
E05010402,7047
E05010404,7813
E05010405,10000
E05010407,3962
E05010408,3527
E05010409,4085
E05010410,9191
E05010411,9425
E05012953,4185
E05012954,3917
E05012955,4381
E05012956,8215
E05012990,12745
E05012991,7568
E05012392,2687
E05012393,6142
E05012394,4214
E05012395,3376
E05012396,3098
E05012397,4767
E05012398,7483
E05012399,5770
E05012400,5127
E05012401,6830
E05012402,3114
E05012403,5923
E05012404,6137
E05012405,7855
E05012406,6695
E05012407,7024
E05012408,9334
E05012409,5045
E05012410,8219
E05012411,7912
E05012855,3167
E05012856,11732
E05012857,7545
E05012858,6647
E05012859,6396
E05012860,7976
E05012861,7246
E05012862,4006
E05012863,7714
E05012864,7866
E05012865,6977
E05012866,7001
E05012867,6090
E05012868,4531
E05012869,8276
E05012870,6729
E05012871,6511
E05004964,6854
E05004965,2208
E05004966,5100
E05004967,3929
E05004968,3397
E05004969,4350
E05004970,4449
E05004971,8395
E05004972,9095
E05004973,5681
E05004974,7793
E05004975,9769
E05004976,4331
E05004977,4114
E05004978,8311
E05004979,7276
E05004980,4537
E05004981,7309
E05004982,7900
E05004983,2389
E05004984,8352
E05004985,2910
E05004986,8734
E05004987,6714
E05004989,3249
E05004990,3364
E05004991,8971
E05004992,10398
E05004993,7087
E05004994,6072
E05004995,7443
E05004996,11917
E05004997,2422
E05004999,9494
E05005000,10285
E05005001,2677
E05005002,9399
E05005003,9227
E05005004,5897
E05005006,6693
E05005007,3111
E05008553,8243
E05008554,2575
E05008555,10260
E05005010,2097
E05005011,1990
E05005012,6052
E05005013,5543
E05005014,4337
E05005016,4907
E05005017,6024
E05005018,3595
E05005021,4327
E05005026,4162
E05005027,4959
E05005028,4589
E05005029,7041
E05005031,4856
E05005032,6610
E05009956,6069
E05009958,1864
E05009959,5931
E05009960,4099
E05009961,2502
E05009962,4721
E05009963,2473
E05009964,6355
E05009965,4500
E05011558,6622
E05011559,4287
E05010015,4201
E05010016,13519
E05010017,11551
E05010018,10313
E05010019,6638
E05010020,11110
E05010021,6210
E05010022,7252
E05010023,11653
E05010024,6273
E05010025,7108
E05010026,6062
E05010027,7869
E05009544,5273
E05009545,6441
E05009546,6437
E05009547,5798
E05009548,3680
E05009549,2761
E05009550,6600
E05009551,6254
E05009552,6793
E05009553,6021
E05009554,7862
E05009555,6943
E05009556,2902
E05009557,8260
E05009558,6938
E05009559,5497
E05009560,13254
E05009561,9169
E05009562,8355
E05009563,6760
E05009564,4025
E05009565,6765
E05009566,2908
E05009567,5986
E05005081,4685
E05005082,3884
E05005083,6511
E05005084,3949
E05005085,8401
E05005086,4882
E05005087,6439
E05005088,9927
E05005089,7846
E05005090,8287
E05005091,4986
E05005092,2197
E05005093,6231
E05005094,4835
E05005095,5705
E05005096,6599
E05005097,7022
E05005098,5717
E05005099,5083
E05005100,8055
E05005101,7269
E05005102,4561
E05005103,7517
E05009568,6320
E05009569,5354
E05009570,7753
E05009571,4068
E05009572,4501
E05009573,4944
E05009574,4959
E05009575,4614
E05009577,7213
E05009578,4788
E05009579,4977
E05009580,5429
E05009582,4895
E05009583,4326
E05009584,7439
E05009585,5102
E05009586,6727
E05009587,4847
E05009588,5260
E05009589,1976
E05009590,7251
E05009591,4524
E05012988,5423
E05012989,9515
E05005130,7558
E05005131,5287
E05005132,4610
E05005133,2352
E05005134,8424
E05005135,2327
E05005136,4708
E05005137,6410
E05005138,4188
E05005139,3972
E05005140,6772
E05005141,7851
E05005142,5784
E05005143,4873
E05005144,6414
E05005145,7420
E05005146,8358
E05005147,7631
E05005148,4336
E05005149,6036
E05010921,10257
E05010922,10423
E05010923,10406
E05010924,11597
E05010925,8759
E05010926,9331
E05010928,8847
E05010929,8452
E05010930,9602
E05010932,9754
E05010933,9254
E05010934,8960
E05011348,10001
E05011349,11654
E05012968,14154
E05012969,9560
E05013096,7271
E05013097,6387
E05013098,8083
E05013099,7621
E05013100,7665
E05013101,6816
E05013102,7238
E05013103,7115
E05013104,6507
E05013105,5578
E05013106,6046
E05013107,6230
E05013108,7122
E05013109,7332
E05013110,7080
E05013111,6487
E05013112,7088
E05013113,7083
E05013114,5990
E05013115,7246
E05013116,6513
E05013117,6911
E05013118,5764
E05013119,4874
E05009733,8520
E05009734,4137
E05009735,3319
E05009736,9312
E05009740,8493
E05009742,3595
E05009743,3955
E05009749,13268
E05009751,4047
E05011701,9278
E05011702,10461
E05011703,13231
E05011704,3663
E05011705,4377
E05011707,3776
E05011708,3929
E05011710,8454
E05011711,4266
E05011712,9003
E05012853,12186
E05012854,7814
E05009754,6408
E05009755,7575
E05009757,6503
E05009769,3139
E05009770,3833
E05009771,4207
E05011713,9240
E05011714,6649
E05011715,3769
E05011717,3405
E05011718,3455
E05011719,3662
E05012970,6083
E05012971,6607
E05012972,7054
E05012973,8627
E05012974,6498
E05012975,3343
E05012976,7066
E05012977,4076
E05012978,7729
E05012979,7211
E05012980,7944
E05012992,4833
E05006627,1823
E05006628,2175
E05006629,4203
E05006632,6065
E05006634,4173
E05006637,7250
E05006638,2420
E05006639,6456
E05006640,5019
E05006642,4298
E05006643,2247
E05006644,2127
E05006645,4586
E05006646,4435
E05006647,1971
E05006648,5949
E05006649,7822
E05006650,3951
E05006651,6286
E05006652,5621
E05006653,4498
E05009363,1977
E05009364,3536
E05009365,5444
E05010781,1951
E05010782,3828
E05010783,4125
E05011074,7263
E05011075,8745
E05011076,9101
E05011077,8620
E05011078,8744
E05011079,7236
E05011080,8568
E05011081,9175
E05011082,8289
E05011083,9750
E05011084,9396
E05011085,8483
E05011086,8990
E05011087,9065
E05011088,8295
E05011089,9036
E05007273,4116
E05007274,6017
E05007275,7686
E05007276,5924
E05007277,5984
E05007278,5534
E05007279,6167
E05007280,6549
E05007281,7526
E05007282,4755
E05007283,8292
E05007284,6385
E05007285,6000
E05007286,8709
E05007287,5694
E05007288,6050
E05007289,5839
E05007290,5911
E05007291,8864
E05007292,2722
E05007293,10114
E05007294,8233
E05007295,2614
E05007296,8063
E05007297,3116
E05007298,11065
E05007299,2557
E05007300,4562
E05007301,4243
E05007302,5569
E05007303,6377
E05007304,9575
E05007305,5659
E05007306,9656
E05007307,8462
E05007308,4173
E05007309,4527
E05007310,6131
E05007311,1940
E05007312,5969
E05007313,5679
E05007314,1847
E05007315,4411
E05007316,4244
E05007317,2398
E05007318,4450
E05007319,7323
E05007320,3859
E05007321,4163
E05007322,6411
E05007323,7703
E05007324,4385
E05007325,1643
E05007326,1891
E05007327,1963
E05007328,2275
E05012872,10088
E05012873,9729
E05012874,10122
E05012875,11291
E05012876,10118
E05012877,9995
E05012878,10875
E05012879,9862
E05012880,9004
E05012881,9358
E05012882,9315
E05012883,10655
E05012884,10739
E05012885,9144
E05012886,10550
E05012887,6678
E05012888,6440
E05012889,6086
E05012890,6825
E05012891,7203
E05012892,7312
E05012893,5502
E05012894,6324
E05012895,4014
E05012896,7285
E05012897,6590
E05012898,5806
E05012899,5970
E05012900,6044
E05007362,8354
E05007363,7695
E05007364,9669
E05007365,7656
E05007366,6471
E05007367,8346
E05007368,6804
E05007369,6986
E05007370,8954
E05007371,7164
E05007372,8600
E05007373,8513
E05007374,7742
E05012026,7382
E05012027,10337
E05012028,5131
E05012029,6853
E05012030,7511
E05012031,6536
E05012032,7229
E05012033,5487
E05012034,5190
E05012035,5998
E05012036,4907
E05012037,5250
E05012038,5559
E05012039,7087
E05007391,1822
E05007392,3988
E05007393,2323
E05007394,6213
E05007395,4509
E05007396,3613
E05007397,4400
E05007398,5876
E05007399,6630
E05007400,4685
E05007401,3849
E05007402,1978
E05007403,4521
E05007404,5739
E05007405,3590
E05007406,4830
E05007407,4622
E05007408,2542
E05007409,5967
E05007410,6175
E05007411,1968
E05007412,1872
E05007413,4993
E05007414,4059
E05007415,6761
E05007416,5031
E05007417,3965
E05007418,2361
E05007419,4492
E05007420,4755
E05007421,4692
E05007422,4489
E05007423,5394
E05007424,4310
E05007425,4236
E05007426,4704
E05007427,5125
E05007428,4144
E05007429,4201
E05007430,5180
E05007431,4342
E05007432,5125
E05007433,4475
E05007434,6143
E05007435,6763
E05007436,4375
E05007437,4115
E05007438,1940
E05007439,4212
E05010795,11848
E05010796,10515
E05010797,9552
E05010798,9746
E05010799,10056
E05010800,10250
E05010801,11116
E05010802,10867
E05010803,10226
E05010804,9768
E05007562,4024
E05007563,4447
E05007564,4491
E05007565,4845
E05007566,4480
E05007567,4505
E05007568,4662
E05007569,4465
E05007570,4396
E05007571,5235
E05007572,4122
E05007573,4266
E05007574,4618
E05007575,5988
E05009800,5172
E05009801,6279
E05009802,10843
E05009803,8351
E05009804,9211
E05009805,4703
E05009806,10236
E05009807,6329
E05009808,11787
E05009809,7775
E05009810,6036
E05009811,6259
E05009812,4853
E05009813,6111
E05009814,7156
E05009815,4916
E05009816,6776
E05009817,6435
E05009818,5572
E05009819,9475
E05009820,5364
E05009821,8342
E05009822,6911
E05011666,2931
E05011667,6572
E05011668,6655
E05011669,6877
E05011670,6372
E05011671,2944
E05011672,6792
E05011673,3358
E05011674,3483
E05011675,10899
E05011676,3625
E05011677,3252
E05011678,7173
E05011679,7329
E05011680,8130
E05011681,3549
E05011682,6309
E05011683,5918
E05011684,8113
E05011685,10324
E05011686,3463
E05012914,11239
E05012915,10448
E05012916,6003
E05012917,6561
E05012918,10579
E05012919,9106
E05012920,9349
E05012921,11575
E05012922,9479
E05012923,8387
E05012924,9604
E05012925,9649
E05012926,6512
E05011812,10632
E05011813,5354
E05011814,6355
E05011815,5998
E05011816,5454
E05011817,10389
E05011818,8923
E05011819,5969
E05011820,5919
E05011821,6336
E05011822,5760
E05011823,3064
E05011824,7392
E05011825,6197
E05011826,6537
E05011827,2968
E05011828,6549
E05011829,6625
E05011830,6101
E05011831,9373
E05011832,6176
E05011833,8707
E05007668,6867
E05007669,2760
E05007670,2930
E05007671,5160
E05007672,5112
E05007673,4721
E05007674,4959
E05007675,6439
E05007676,6103
E05007677,5010
E05007678,7689
E05007679,6532
E05007680,5979
E05007681,5098
E05007682,4811
E05007683,4728
E05007684,6214
E05007685,8499
E05007686,5625
E05007687,6337
E05007688,5766
E05007689,5772
E05007690,7325
E05007691,5011
E05007692,8847
E05007693,8272
E05007694,9312
E05007695,9432
E05007696,10557
E05007697,5839
E05007698,9371
E05007699,8406
E05007700,8746
E05007701,8245
E05007702,7484
E05007703,7977
E05007704,9086
E05007705,8419
E05007706,8465
E05012461,6999
E05012462,5540
E05012463,8069
E05012464,6069
E05012465,3205
E05012466,6612
E05012467,3091
E05012468,5771
E05012469,6644
E05012470,7181
E05012471,6553
E05012472,5929
E05012473,6596
E05012474,3001
E05012475,5786
E05012476,6410
E05012477,3325
E05012478,6641
E05012479,7307
E05012480,3869
E05012481,6503
E05012482,6668
E05012483,3193
E05012484,6149
E05012485,6608
E05012486,7081
E05012487,2636
E05012488,6891
E05012489,5507
E05012490,6543
E05012491,7524
E05012492,5801
E05012493,7709
E05010885,20003
E05010886,22167
E05010887,12917
E05010888,13304
E05010889,12274
E05010890,12146
E05010891,11880
E05010892,18390
E05010893,13022
E05010894,11420
E05010895,11520
E05010896,14167
E05010897,14865
E05010898,14299
E05010899,14057
E05010900,19056
E05010901,13208
E05010902,18711
E05010903,13153
E05010904,13838
E05010905,6034
E05010906,14046
E05010907,19604
E05010908,13396
E05010909,13253
E05010910,12984
E05010911,6459
E05010912,6891
E05010913,13193
E05010914,12882
E05010915,11880
E05010916,13067
E05010917,20420
E05010918,13958
E05010276,4815
E05010277,8220
E05010278,4292
E05010279,4618
E05010280,4200
E05010281,4513
E05010282,3863
E05010283,4208
E05010284,4136
E05010285,4166
E05010286,7771
E05010287,8943
E05010288,4264
E05010289,3247
E05010290,3968
E05010291,4060
E05010292,4387
E05010293,8253
E05010294,4798
E05010295,4143
E05010296,9161
E05010297,9524
E05010298,9091
E05010299,8488
E05010300,8525
E05010301,3904
E05010302,9634
E05010303,8459
E05010304,9001
E05010305,8177
E05010306,9463
E05010307,4877
E05010308,4443
E05010309,4172
E05010310,8945
E05012104,9459
E05012105,9233
E05012106,11065
E05012107,9619
E05012108,5278
E05012109,9419
E05012110,10036
E05012111,9885
E05012112,17341
E05012113,11295
E05012114,13238
E05012115,13733
E05012116,13064
E05012117,9006
E05012118,9889
E05012119,9047
E05012120,9230
E05012121,5412
E05012122,4847
E05012123,9616
E05012124,15037
E05012125,14200
E05012126,7653
E05012127,14487
E05012128,7604
E05012129,10189
E05012130,9196
E05012131,12348
E05002078,13256
E05002079,12283
E05002080,16323
E05002081,11048
E05002082,14199
E05002083,13081
E05002084,14376
E05002085,14271
E05002086,13380
E05002087,13476
E05002088,8227
E05002089,8750
E05002090,12582
E05002091,12839
E05002092,14300
E05002093,13218
E05002094,17744
E05002095,13758
E05002096,13439
E05002097,14145
E05012254,12234
E05012255,7012
E05012256,8077
E05012257,8366
E05012258,3272
E05012259,8336
E05012260,9902
E05012261,7427
E05012262,7810
E05012263,10515
E05012264,8796
E05012265,12546
E05012266,6929
E05012267,8004
E05012268,12971
E05012269,7126
E05008954,15425
E05008955,7837
E05008956,10635
E05008957,12024
E05008958,14018
E05008960,11425
E05008961,11007
E05008962,11193
E05008963,11160
E05008965,12740
E05008966,3422
E05008967,12701
E05008968,19144
E05008969,11577
E05008970,10948
E05008971,13711
E05008972,8229
E05010755,11445
E05010756,12045
E05010757,12723
E05013273,7293
E05013274,6863
E05013275,6283
E05013276,6775
E05013277,6647
E05013278,7198
E05013279,6148
E05013280,6237
E05013281,6855
E05013282,6556
E05013284,5941
E05013286,7445
E05013288,5324
E05013289,7061
E05013290,5687
E05013291,5805
E05013292,5965
E05013293,7476
E05013295,7426
E05013297,6820
E05013298,6710
E05013301,7147
E05013302,7527
E05013303,7354
E05013305,6365
E05013306,5807
E05013307,6186
E05013308,6892
E05013309,5756
E05013311,6010
E05013312,7186
E05013313,6487
E05013314,6670
E05013315,6559
E05013317,6776
E05013319,6705
E05013320,7119
E05013321,5837
E05013323,7236
E05013324,6819
E05013325,5429
E05013327,7112
E05013329,5934
E05013330,6570
E05013331,7380
E05013336,6932
E05013337,6269
E05013338,6132
E05013341,5754
E05013346,6960
E05013347,6448
E05013348,6818
E05013349,6244
E05013350,5629
E05013351,6686
E05013353,6465
E05013354,6320
E05013355,6520
E05013356,6555
E05013357,5882
E05013358,6926
E05013836,6970
E05013837,6786
E05013838,6802
E05013839,6371
E05013840,5972
E05013841,6454
E05013842,6535
E05013843,6694
E05013844,6941
E05013845,6903
E05013846,5164
E05013847,7337
E05013848,7864
E05013849,6324
E05013850,6700
E05013851,6564
E05013852,6593
E05013853,6804
E05013854,7095
E05013855,5953
E05013856,7961
E05013857,6189
E05013858,5998
E05013859,5581
E05013860,6610
E05013861,5220
E06000053,2053
E05013398,5782
E05013399,5639
E05013400,6944
E05013401,5534
E05013402,5909
E05013403,6319
E05013405,5444
E05013406,5369
E05013407,5037
E05013408,4684
E05013409,5034
E05013410,4617
E05013411,4941
E05013412,6095
E05013413,4952
E05013414,5455
E05013415,4073
E05013416,5421
E05013417,4499
E05013418,4706
E05013419,5160
E05013420,3665
E05013421,2789
E05013422,4912
E05013423,5393
E05013424,5767
E05013425,5429
E05013426,4934
E05013427,5036
E05013428,6060
E05013429,4026
E05013430,4860
E05013431,4943
E05013432,4968
E05013433,4703
E05013434,4672
E05013435,4423
E05013436,4686
E05013437,4881
E05013438,5374
E05013439,5871
E05013440,5301
E05013441,7489
E05013442,5968
E05013443,5236
E05013444,6418
E05013446,5293
E05013447,4577
E05013448,4805
E05013449,4747
E05013450,4440
E05013451,4923
E05013452,4644
E05013453,6518
E05013455,5469
E05013457,6855
E05013458,4641
E05013459,5315
E05013460,5432
E05013461,5590
E05013462,4507
E05013463,5882
E05013464,5881
E05013465,3867
E05013466,6016
E05013467,4675
E05013468,5499
E05013469,5491
E05013470,5120
E05013471,4326
E05013472,4716
E05013473,7107
E05013474,7301
E05013475,5188
E05013476,4373
E05013477,6067
E05013478,5687
E05013479,4735
E05013480,5353
E05013481,5410
E05013482,4333
E05013483,5597
E05013484,4825
E05013485,4832
E05013486,5262
E05013487,5744
E05013488,4693
E05013489,4775
E05013490,5427
E05013491,6204
E05013492,4696
E05013493,4930
E05013494,4919
E05013495,4694
E05013832,4339
E05013833,5233
E05013834,4877
E05013835,5079
E05012649,16682
E05012650,14025
E05012651,11191
E05012652,10586
E05012653,16219
E05012654,10289
E05012655,9321
E05012656,9369
E05012657,14387
E05012658,10289
E05012659,10334
E05012660,9471
E05012661,17207
E05012662,8814
E05012663,14213
E05012664,10007
E05012665,17795
E05012666,9904
E05012667,10526
E05012668,10186
E05012669,16873
E05012670,17733
E05012671,11192
E05012672,11006
E05012673,11544
E05012674,12672
E05012675,11392
E05012676,9872
E05012677,13678
E05012678,10828
E05012679,10446
E05012680,10318
E05012681,11829
E05012682,5168
E05012683,4258
E05012684,4502
E05012685,10359
E05012686,14635
E05012687,4788
E05012688,5165
E05012689,3933
E05012690,7817
E05012691,8676
E05012692,10374
E05012693,5029
E05012694,5180
E05012695,3736
E05012696,8219
E05012697,4072
E05012698,9067
E05012699,5298
E05012700,8692
E05012701,8805
E05012702,15528
E05012703,4979
E05012704,9865
E05012705,5078
E05012706,12536
E05012707,4562
E05012708,4301
E05012709,13558
E05012710,5491
E05012711,9768
E05012712,13916
E05012713,7902
E05012714,9158
E05012715,4389
E05012716,4954
E05012717,5972
E05012718,4132
E05012719,5152
E05012720,4961
E05012721,4638
E05012722,9426
E05012723,4537
E05012724,13709
E05012725,9855
E05012726,8870
E05012727,3660
E05012728,9844
E05012729,9503
E05012730,8099
E05012731,4287
E05012732,4265
E05012733,4911
E05011782,8125
E05011783,2353
E05011784,7083
E05011785,7671
E05011786,2437
E05011787,4709
E05011788,6745
E05011789,5778
E05011790,2464
E05011791,7640
E05011792,7409
E05011793,8070
E05011794,7307
E05011795,5073
E05011796,2720
E05011797,6807
E05011798,4855
E05011799,2533
E05011800,2303
E05011801,7986
E05011802,7128
E05011803,2101
E05011804,7863
E05011805,4413
E05011806,2476
E05011807,2549
E05011808,2690
E05011809,3009
E05011810,6006
E05011811,2525
E05011011,8266
E05011012,15147
E05011013,9767
E05011014,9247
E05011015,8793
E05011016,10852
E05011017,10534
E05011018,9588
E05011019,8717
E05011020,10530
E05011021,9388
E05011022,9844
E05011023,10038
E05003510,2004
E05003511,1656
E05003512,3320
E05003513,4328
E05003514,3516
E05003515,4953
E05003516,4475
E05003517,2954
E05003518,4333
E05003519,2334
E05003520,3801
E05003521,5932
E05003522,6979
E05003524,3348
E05003525,1908
E05003526,1660
E05003527,1758
E05003528,4325
E05003529,1807
E05003530,1736
E05003531,6029
E05008546,4276
E05008547,1587
E05008548,3834
E05012412,2639
E05012413,8041
E05012414,7371
E05012415,7055
E05012416,2182
E05012417,2407
E05012418,4861
E05012419,4669
E05012420,2338
E05012421,2107
E05012422,2647
E05012423,5231
E05012424,2894
E05012425,6550
E05012426,4487
E05012427,2189
E05012428,4524
E05012429,2070
E05012430,2452
E05012431,2037
E05012432,5054
E05012433,2327
E05012434,3659
E05012435,6352
E05012436,2465
E05010128,3049
E05010129,2836
E05010130,2563
E05010131,3157
E05010132,2953
E05010133,7856
E05010134,2857
E05010135,6055
E05010136,6433
E05010137,5681
E05010138,2894
E05010139,2975
E05010140,6233
E05010141,4968
E05010142,5436
E05010143,2645
E05010144,9030
E05010145,5456
E05010146,2560
E05010147,2992
E05011892,6396
E05011893,8849
E05011894,2636
E05011895,7998
E05011896,7771
E05011897,8755
E05011898,5940
E05011899,5919
E05011900,5399
E05011901,8876
E05011902,6006
E05011903,2446
E05011904,2522
E05011905,8342
E05011906,2975
E05011907,5583
E05011908,6680
E05011909,6047
E05011910,2880
E05011911,2451
E05011912,5015
E05011913,5762
E05011914,4529
E05011915,5024
E05011916,3677
E05011917,5734
E05011918,5738
E05011919,3847
E05011920,2942
E05011921,4147
E05011922,5801
E05011923,6085
E05011924,3471
E05011925,4095
E05011926,3837
E05011927,4931
E05011928,3850
E05011929,4026
E05011930,3743
E05011931,2190
E05010550,3672
E05010551,3271
E05010552,3798
E05010553,3623
E05010554,1540
E05010555,2372
E05010556,1759
E05010557,4148
E05010558,3229
E05010559,1601
E05010560,1923
E05010561,5733
E05010562,3998
E05010563,1931
E05010564,1825
E05010565,5485
E05010566,3893
E05010567,3294
E05004288,5362
E05004289,6305
E05004290,4956
E05004291,5892
E05004292,4907
E05004293,5843
E05004294,7101
E05004295,5550
E05004296,5566
E05004297,5869
E05004298,6219
E05004299,6064
E05004300,6147
E05004301,6284
E05004302,6214
E05004303,7364
E05004304,6932
E05004305,5561
E05004306,5260
E05004307,5438
E05010696,2452
E05010697,2571
E05010698,2767
E05010699,3289
E05010700,6127
E05010701,2508
E05010702,2434
E05010703,2277
E05010704,2615
E05010705,2422
E05010706,2632
E05010707,1821
E05010708,2627
E05010709,2638
E05010710,6143
E05010711,3427
E05010712,2325
E05010713,2849
E05010714,2915
E05010715,2390
E05010716,2568
E05010717,2884
E05010718,2788
E05010719,2480
E05010720,2558
E05010721,2692
E05010722,2384
E05010723,2240
E05010724,2698
E05010725,2729
E05010726,2598
E05010727,2979
E05012156,4323
E05012157,4885
E05012158,4448
E05012159,4324
E05012160,7731
E05012161,1965
E05012162,5279
E05012163,3945
E05012164,2229
E05012165,6556
E05012166,1758
E05012167,2395
E05012168,7344
E05012169,6709
E05012170,2469
E05012171,4738
E05012172,1911
E05012173,2431
E05012174,2344
E05012175,7169
E05012176,2050
E05010950,7151
E05010951,6089
E05010952,6736
E05010953,12004
E05010954,3401
E05010955,6466
E05010956,7097
E05010957,6209
E05010958,7098
E05010959,7044
E05010960,9535
E05010961,9964
E05010962,10605
E05010963,3464
E05010964,7499
E05010965,6188
E05010966,6173
E05010967,9695
E05010969,7264
E05010972,4443
E05010973,4078
E05010975,2436
E05010976,7463
E05010981,7627
E05010982,2014
E05010986,2127
E05010987,2479
E05010988,2396
E05010990,2072
E05010991,2223
E05010992,4692
E05013187,2156
E05013188,2223
E05013189,6284
E05013190,8493
E05013191,2221
E05013192,4519
E05013193,6496
E05013194,4413
E05013195,6113
E05013196,7593
E05013197,2178
E05013198,2320
E05013199,6954
E05013212,7830
E05012064,2668
E05012065,3932
E05012066,5492
E05012067,6544
E05012068,7133
E05012069,3071
E05012070,5200
E05012071,5960
E05012072,5039
E05012073,4558
E05012074,5657
E05012075,4419
E05012076,4859
E05012077,2603
E05012078,2341
E05012079,2586
E05012080,5411
E05012081,4937
E05012082,5727
E05012083,6742
E05014360,13128
E05014361,9656
E05014362,10558
E05014363,8980
E05014370,9484
E05014371,9864
E05014372,9270
E05014373,10127
E05014378,11170
E05014381,12706
E05014388,11145
E05014342,10094
E05014343,12291
E05014344,11082
E05014345,12018
E05014346,11199
E05014348,9803
E05014349,9332
E05014353,9365
E05014364,10043
E05014365,9828
E05014367,9830
E05014376,10456
E05014341,9204
E05014347,9425
E05014350,10547
E05014351,10683
E05014352,8734
E05014354,9417
E05014356,8999
E05014357,10753
E05014366,10480
E05014369,10553
E05014379,10295
E05014380,10420
E05014389,11792
E05014390,11041
E05014391,11599
E05014392,10332
E05014393,8395
E05014339,10962
E05014340,10906
E05014355,10060
E05014358,7928
E05014359,8734
E05014368,10935
E05014374,8642
E05014375,12893
E05014377,10498
E05014382,12017
E05014383,10497
E05014384,11284
E05014385,9413
E05014386,9636
E05014387,13040
W05001492,6407
W05001493,3571
W05001494,3749
W05001495,5252
W05001496,5545
W05001497,3100
W05001498,3367
W05001499,5783
W05001500,3711
W05001501,5679
W05001502,5139
W05001503,4360
W05001504,7184
W05001505,6029
W05001506,1015
W05001507,1270
W05001508,2146
W05001509,1128
W05001510,1949
W05001511,1616
W05001512,3645
W05001513,1778
W05001514,1382
W05001515,1192
W05001516,1657
W05001517,6708
W05001518,1777
W05001519,1822
W05001520,1300
W05001521,1254
W05001522,1737
W05001523,1266
W05001524,1418
W05001525,1860
W05001526,1897
W05001527,2002
W05001528,1624
W05001529,1173
W05001530,4675
W05001531,1729
W05001532,1467
W05001533,1297
W05001534,1655
W05001535,1633
W05001536,1675
W05001537,1182
W05001538,2087
W05001539,1506
W05001540,1253
W05001541,2715
W05001542,1845
W05001543,1397
W05001544,2009
W05001545,1376
W05001546,1957
W05001547,1825
W05001548,1057
W05001549,1421
W05001550,1920
W05001551,1993
W05001552,2102
W05001553,1880
W05001554,1290
W05001555,2760
W05001556,1876
W05001557,1358
W05001558,1987
W05001559,1793
W05001560,1218
W05001561,1263
W05001562,1419
W05001563,2122
W05001564,1521
W05001565,1462
W05001566,1992
W05001567,1251
W05001568,2590
W05001569,1666
W05001570,1557
W05001403,1953
W05001404,1956
W05001405,1752
W05001406,2373
W05001407,4560
W05001408,4267
W05001409,3327
W05001410,3762
W05001411,2017
W05001412,3570
W05001413,6424
W05001414,4551
W05001415,7688
W05001416,7114
W05001417,5906
W05001418,7773
W05001419,3740
W05001420,2129
W05001421,1819
W05001422,2736
W05001423,2005
W05001424,1793
W05001425,4298
W05001426,4589
W05001427,6463
W05001428,6023
W05001429,2267
W05001430,4689
W05001431,1736
W05001432,1469
W05001332,1684
W05001333,2092
W05001334,5004
W05001335,4522
W05001336,2329
W05001337,3455
